asin,description
B013VU8HTQ,"Gaffer Tape, Adhesive, Cloth Backing, Gray, Industrial Use"
B013WHOEMW,nan
B013Z36EOY,"Motor, Brushless, RC, Electronics, Components"
B013Z36FXY,"Brass, Push-to-Connect, Quick-Fit, Plumbing, Connector"
B013ZWM1F6,"Brass, Hexagonal, Screws, Nuts, Assorted Sizes"
B0140VT4KG,"Wire Connectors, Terminal Blocks, Electrical Wiring, Red Insulated, Electrical Components"
B01418N1NO,"Infrared Thermometer, Non-Contact Measurement, HoldPeak Brand, Trigger Function, Backlight Indicator"
B0141L81KY,"Strong Adhesion, Residue-Free, Easy to Install, Gentle to Surface Finishes, Carpet Tape"
B0141MQRGI,nan
B0142PHFVU,"Robo 3D, Desktop 3D Printer, High-Resolution Printing, Blue Filament Spool, Compact Design"
B0142SNY94,nan
B0143LD8QY,"black tape, duct tape, adhesive, industrial, packaging"
B01461R89O,"black, heat shrink, tubing, insulation, electrical"
B0146DJWFU,"Potentiometer, Adjustable, Electronics, Screwdriver, Components"
B0146RKJOY,"Delta F5 Dynamic Suction Dust Collector, Industrial Vacuum, Powerful Suction, Rolling Cart, Dust Collection System"
B0146RKJRQ,"Delta Dust Collector, F5 Dynamic Suction, Rolling Cart, Industrial Vacuum, HEPA Filtration"
B0146ZCE1M,"Metallic, Rectangular, Screwed, Brushed Finish, Cooling Component"
B0147CJTSA,"Modern, minimalist, circular, sleek, white"
B0148JZ7EC,"Pink, Insulated, Wire Connectors, Electrical, Terminal"
B0148M7P4O,"AccuMASTER, battery case, red, black, portable"
B0149IG548,nan
B0149IDI34,nan
B014G84X7M,nan
B014H42CXW,"Plastic Bottle, Measuring Cup, Narrow Mouth, Transparent, Laboratory Equipment"
B014HMEOXU,nan
B014I4OESM,nan
B014JNFOWW,"Buttress Thread, Female NPT, 3/4"", Valve, Connection"
B014K8DSJM,nan
B014KISXAG,"Circular, Metal, Assorted Sizes, Lengths, Quantity 10"
B014KNSYEQ,"resistance, ohms, marking code, quantity, electrical components"
B014KT3IT6,"TTL Interface, DC Power Supply, USB Connector, LED Indicators, Relay Output"
B014LLEWTS,nan
B014LSPYY8,"peak horsepower, wet-dry vacuum, motor output, laboratory testing, shop-vac motors"
B014ONCP88,"M3 Nuts, Stainless Steel, Metric Thread, Various Lengths, Assorted Pack"
B014OMFU1I,"Screws, Black, Assorted Sizes, Hexagonal Head, Industrial Use"
B014OO5KQG,"Stainless Steel, High Quality, 304 Stainless Steel, M3 and M2 Sizes, Various Lengths, Nuts and Screws"
B014OQY40W,"Toothbrushes, colorful, soft bristles, ergonomic handles, dental hygiene"
B014QNXK6C,"Small, rectangular, metal, magnetic, coin-sized"
B014RZ790C,"Digital Caliper, Brass Connector, Measurement Tool, Precision Instrument, Industrial Equipment"
B014SB12Q2,"Golden, Aluminum, Mounting Bracket, Industrial, Precision"
B014UASFAM,"Camera Condensation Prevention, Supa-Dri, Gel Packets, Moisture Absorber, Photography Accessories"
B014UANTGW,"Heat Shrink Tubing, Assorted Colors, Various Sizes, Electrical Insulation, Cable Protection"
B014UN3AE0,"Blue, Metallic, Zipper, Pouch, Travel"
B014V0L7QA,"PLA filament, 3D printing material, silver color, 1kg spool, 7.5mm diameter, high-quality plastic, ideal for 3D printers, durable and flexible, suitable for various projects, eco-friendly, easy to use, reliable performance, excellent print quality, versatile applications, professional-grade filament, precise dimensions, long-lasting supply, convenient storage, lightweight, low maintenance, cost-effective solution, perfect for beginners, advanced users alike, ideal for DIY enthusiasts, creative projects, educational tools, industrial applications, home office solutions, seamless integration, seamless printing, smooth surface finish, consistent strength, reliable durability,"
B014VD5K7Y,"Car Wheel Chock, Tire Support, Heavy Duty, Adjustable, Easy Installation"
B014VM95IK,nan
B014VM9724,nan
B014VM95EY,nan
B014VM9BWU,nan
B014VM9ALM,nan
B014VM96UM,nan
B014VM991I,nan
B014VM98DC,nan
B014VM99YU,nan
B014W3ZHT4,"3D Printing, Hardware Kit, Mounting Bracket, Screws, Accessories"
B014W97MH8,nan
B014Y0VGOU,"Electrical Components, Wire Harnesses, Connector Kits, Industrial Hardware, Electrical Wiring"
B014YB9M86,"Red, Heat Resistant, Flexible, Wire, Cable"
B014YTPFT8,"Connectors, PCB, Electronics, Components, Red Background"
B0150YLX9C,"Thermocouple, Temperature Sensor, Wire Leads, Cable, Industrial"
B0151R3JBS,nan
B0152LYY0I,"Temperature Controller, Digital Display, Inkbird, Microcomputer, Control Unit"
B01551LEQW,"3D Pen, Eiffel Tower Model, Colorful, DIY Craft, Creative Tool"
B015516HKU,"Blood Pressure Monitor, Reliable, Clinically Accurate, Quick Response, Easy to Use"
B015557HUK,"Purite Citric Acid, Eye Irritation, Food Product, Sodium-Free, Natural Flavoring"
B0155Y22J2,"Microscope, Endoscope, Flexible, Inspection, Medical"
B0156JYMLW,"Heat Shrink Tubing, Insulation Sleeving, Electrical Protection, Wire Management, Assorted Sizes"
B0156P6YVC,"Hydraulic Cylinder, Stroke Measurement, Black Finish, Adjustable Length, Industrial Use"
B0158ETJN6,"metallic, threaded, hexagonal, precision, industrial"
B0159JLOCE,"Metallic, Corrugated, Holes, Metal Strip, Industrial"
B015A3AAEC,"screw, stainless steel, hex head, small size, industrial use"
B015A3DQ7K,"Black, Metal, Nut, Small, Screw"
B015D0B3B6,"Voltage Measurement, Diodes, Electronic Components, Precision Testing, Visual Display"
B015DQV4CS,"3D Printer, JGAURORA, Large Build Volume, High Precision, Easy to Use"
B015E2UFGM,"Temperature Controller, Digital Display, Heating/Cooling, Setpoint Control, Inkbird"
B015E8DHC0,"USB Cable, Power Cord, Display Device, Audio Device, Application Occasion"
B015EPFKSM,"Stainless Steel, Kitchen Cart, Rolling, Utility, Storage"
B015FK1EH2,"Induction, Leak Detection, Flexible Probe, Indicator Light, Buzzer"
B015GDDXJA,"3D Printer, Extruder, Hotend, Electronics, Filament"
B015HFHN0C,"Electrical Wire Connectors, Insulated Terminal Ring, Assorted Colors, 240 Pieces, Crimping Set"
B015I1D728,"Neon Green, Flexible, Elastic, Spool, Industrial"
B015I1D5AW,"Brown, Wire, Spool, Electrical, Conductive"
B015I1CYFE,"gray cable, spool, wire, industrial, electrical"
B015I1CZUI,"beige, spool, cable, industrial, packaging"
B015I1D1JC,"Brown, Wire, Coiled, Spool, Conductive"
B015I1DAXE,"Lime Green, Flexible, Spool, Conductive, Electrical Wire"
B015I1D3G8,"beige, spool, cable, industrial, durable"
B015I1D1JM,"PLA, Polylactic Acid, Filament, 1.75mm, 1kg per Spool"
B015I1CWEM,"Blue, Cable, Spool, Flexible, Electrical"
B015I1D7FK,"Neon Green, Flexible, Elastic, Stretchable, Spool"
B015IHMOSK,"3D Printer, Hotbed, Heated Bed, Safety Warning, Touching Hazard"
B015IR1DAU,"Electronics, Storage, Components, Organizer, Transparent"
B015K4DKNY,"beaded necklace, twisted wire, purple beads, black wire, handmade jewelry"
B015KP2F5M,"Blue, Vise, Clamp, Metal, Tool"
B015KP2JJ4,nan
B015M3K5NG,"Microcontroller Board, Embedded System, IoT Module, Wireless Connectivity, Memory Storage"
B015MV1N8E,nan
B015NDAKE4,"Arduino, LCD Display, Expansion Board, Interface Cable, Control Panel"
B015NEDDC4,"resistor, ohm, resistance, electronic component, value list"
B015OT106O,nan
B015OTPK2Y,"Copper Sulfate, Pentahydrate, Crystals, Blue, 98% Pure, Industrial Use"
B015QSIRPK,"Audio, Volume Control, Potentiometer, Circuit Board, Electronics"
B015QUPO5Y,nan
B015RQVEEW,"Boxed, Gun Ammo, Caliber .45, Handgun, Ammunition"
B015T6OVAO,"Stainless Steel, Commercial Kitchen, Work Table, Heavy Duty, NSF Certified"
B015V0D1CW,"Adhesive Stickers, Weatherproof, Strong, Ceramic Magnet, Key Holder"
B015VGCG1S,"Carbide Tip, Precision Tool, Industrial Use, Metalworking, High-Performance"
B015VGJGPW,nan
B015VOMD5E,"4-1/2"", 36 grit, aluminum oxide, grinding wheel, metal cutting, industrial use"
B015VXZSMK,"600V, 25A, Relay Module, Industrial, Electrical"
B015VY056I,"Electronic Components, PCB Connectors, Black, Straight Pins, Industrial Use"
B015W7PWRG,"Electronic Circuit Board, Red PCB, USB Interface, Microcontroller, Component Placement"
B015WTX0IM,nan
B015X6IKPC,nan
B015X6HOT0,nan
B015YGQZUS,nan
B015YKJPTW,"Zirconia Flap Disc, 13,000 RPM, 4-1/2"", 60 Grit, T-29, Benchmark Abrasives"
B015YKJCHM,"Zirconia Flap Disc, 4.5"", 60 Grit, BenchMark Abrasives, 13,000 Max RPM"
B015ZZCMSC,"Glow in the Dark, Cosmic Blue, 3D Printing Filament, 1.75mm, Blackmagic3D"
B015ZZCKW0,"Glow in the Dark, Cosmic Blue, 3D Printing Filament, 1.75mm, Blackmagic3D"
B0161KS8DS,"Thermometer, Electrical, Clamp, Measurement, Digital"
B0161OMDQ2,nan
B0161V0024,nan
B01625X36E,"Metal, Bracket, Hardware, Fastener, Square"
B0166FFFD4,"Epoxy, Quick-Cure, Adhesive, Wood, Metal"
B0166FFCCS,nan
B0166FFCIM,nan
B0166FFCFU,nan
B0166FFC96,"Debonder, Super Glue Remover, Bob Smith Industries, Un-Cure, Premium Grade"
B0166FFCHS,"Super Glue, Maxi-Cure, Insta-Set, Accelerator, Bob Smith Industries"
B0166GCD42,"4cm x 6cm, PCB, Double-sided, Breadboard, 25 pieces"
B0166I8IU8,nan
B0166I5W20,nan
B0166JFH24,"Electrical Wire, Red and Blue, Curved, Connector, Electrical Component"
B0166QZ5HO,"Microcontroller Board, Temperature Sensor, Heat Sink, Arduino Compatible, Electronics Component"
B0166WDCVO,"Electrical Connectors, Terminal Blocks, Screw Connectors, Insulated Terminals, Electrical Wiring"
B0167R4K0U,"wooden, cylindrical, dowel, natural, smooth"
B0167XCHWM,"Black and Silver, Geometric Pattern, Decorative Vase, Modern Design, Handcrafted Art"
B016996EEQ,"Bronze Filament, 1.75mm Diameter, 1kg Spool, PLA Material, Eco-Friendly"
B016A2PGH8,nan
B016APV7SM,"Screws, Plastic Anchors, Drywall, Self-Drilling, Fasteners"
B016BHAWVM,"Etekcity, EL11, Hanging Scale, Upgraded Exterior, Better Looking"
B016C5F2WM,"Weather-resistant, UV-resistant, ozone-resistant, oxygen-resistant, flex-crack resistant, rubber sheet, industrial use, durable, long-lasting, high-quality, flexible, outdoor application, heavy-duty, commercial-grade, UV protection, ozone protection, oxygen protection, flex cracking resistance, durable material, industrial rubber sheet, weatherproof, ozone proof, oxygen proof, flex crack proof, high performance, industrial rubber sheet, heavy duty, commercial grade, durable rubber sheet, UV resistant, ozone resistant, oxygen resistant, flex cracking resistant, industrial rubber sheet, heavy duty, commercial grade, durable rubber sheet, UV resistant, ozone resistant, oxygen resistant,"
B016D6DSBW,"LCD Display, RepRap, Full Graphic, Controller, Arduino"
B016D737Y4,"Electronic component, sensor, small size, red and white, two wires"
B016D7668S,"Motor, Cooling Fan, Electronics, Wiring, Components"
B016DU8PVG,"Fraction tiles, educational tools, math learning, colorful pieces, fraction education"
B016EOKTWO,"black, flexible, rubber, tubing, industrial"
B016FCK6BE,"Audio Connectors, 20 Pieces, Male Female, Screw Terminal, Red Black"
B016HEKEGW,"Laboratory Glassware Kit, Flask, Condenser, Thermometer, Stopcock, Rubber Gaskets"
B016HJ0O7Q,"Screws, Fasteners, Assorted Colors, Construction Hardware, DIY Tools"
B016JQ9SG0,"Cleaning Sponge, Kitchen Tool, Soft Sponge, Dishwashing, Cleaning Supplies"
B016KUGVJC,"USB Cable, Data Transfer, Universal Compatibility, Fast Charging, USB Type-C"
B016LQLD4S,"Beige, Masking Tape, Adhesive, Craft, Office Supplies"
B016ME1WH2,"Electronic Components, Integrated Circuits, Assorted ICs, Packaging, Component Kit"
B016NXK6QK,"Resistors, Assorted, Color Coding, Transparent Box, Electronic Components"
B016Q6T7Q4,"Yellow, rectangular, small, rectangular, packaging"
B016R3GLB0,"Dial Indicator, Precision Measurement, Industrial Tool, Calibration Equipment, Mechanical Gauge"
B016R9E7J2,"3D Printer, Red, Black, USB Ports, Connectivity"
B016SH9ITC,nan
B016UKOHFW,"Resistance, table, assortment, plastic case, electronic components"
B016WEEK6C,"Thermometer, Infrared, Temperature, Measurement, FLIR"
B016WK9Y3A,nan
B016X3TL7K,"Clear Tape, Adhesive, Packaging, Transparent, Diameter 4.26 inches"
B016XGZC3E,"Bamboo, Natural, Square, Craft, DIY"
B016XMI8CA,nan
B016Y9IZ3Y,"Hook magnet, black, strong, magnetic, heavy-duty"
B016ZJS1FA,"Microstep Driver, Stepper Motor Controller, Power Supply, Interface, Electronics Component"
B016ZMXLEI,nan
B0176J6HQS,"Screw Kit, Assorted Sizes, Stainless Steel, Precision, Industrial Use"
B0176J6CCM,"Black Rubber Washers, Assorted Sizes, O-Rings, Industrial Hardware, Kit"
B0177PN6SI,"Drill Bits, Step Drill, Metal Shank, Precision Cutting, Tool Kit"
B0179OU8K6,"HSS Drill Bits, Step Drill Bit Set, Metal Cutting Tools, Precision Drilling, Industrial Hardware"
B017AJ0HSS,"Notice, Video Surveillance, 24 Hour, Security, White Back"
B017AJ0ISC,"No Trespassing, Video Surveillance, Property Protection, Prosecution, Security Sign"
B017AJ0IC8,"Private Property Sign, Soliciting, Loitering, Trespassing, White Back"
B017AJ0JKO,"No Soliciting Sign, Charity Solicitation, Food Menus Solicitation, Estimate Solicitation, Petition Solicitation, Political Solicitation, Religious Solicitation, Salesman Solicitation, Magazine Solicitation, No Exceptions, Red and White, Outdoor Sign, Aluminum Material, UV Protected, Weatherproof, Easy to Install, Compliance Sign, Security Sign, Property Protection, Home Security, Business Protection, Public Safety, Legal Compliance, Compliance Signage, Outdoor Compliance Sign, Security Compliance Sign, Property Security, Public Property, Outdoor Property, Compliance Outdoor Sign, Property Compliance Sign, Outdoor Property Compliance, Security Outdoor Sign, Property Security Sign, Compliance Outdoor"
B017AR5I8Y,"Dremel Bit, Carbide Burr, Metalworking Tool, Precision Cutting, Driipro Brand"
B017AR5QBS,"Screw, Brass, Threaded, Metal, Industrial"
B017CN9D1E,"Wire Connectors, Insulated Terminals, Electrical Components, Cable End Caps, Electrical Accessories"
B017DE46SC,"Sink Compatibility, Faucet Installation, Three Hole Design, Faucet Fit Check, Home Improvement Tool"
B017EOLGCK,"Ridgid, Car Vacuum, Portable, Cordless, Cleaning"
B017EOLGVQ,"Rigid, Storage, Vacuum, Cordless, Portable"
B017EOLG9S,"Powerful, Corded, Wet/Dry Vacuum, Outdoor Use, High Capacity"
B017EOLGBQ,"Wet/Dry Vacuum, Ridgid Brand, Orange and Black, 4.5 Gallon Capacity, Hose and Accessories Included"
B017EOLHME,"Rigid, Smart Vac, Wet/Dry Vacuum, Cordless, 18V"
B017EOLGJI,"Portable, Dust Extractor, High Power, Cordless, Industrial Use"
B017GUBHDK,"3D Printer, Red and Black, 20x22x18.4 inches, USB Connectivity, LCD Display"
B017GXU0IK,"Arduino, Sensor Module, Red PCB, Black and Green Wires, Connector"
B017IEN34U,"Lubricant, Aerosol, No-Drip Formula, Industrial Use, Long-Lasting Protection"
B017IEN2O6,"WD-40, Multi-Use Product, EZ Reach, Shape Retention, Hard-to-Reach Spaces"
B017IMMCEE,"Magnetic, Puzzle, Packaging, Sunkee, Caution"
B017J1J4DQ,"Blue, Portable, Handheld, Digital, Measurement Tool"
B017J97MVE,"Blue, Screw, Plastic, Metal, Fastener"
B017JCM1WG,"Rose Gold, Headband, LED Light, Portable, Adjustable"
B017JPXHSA,"Step Drill Bits, Metal Cutting, Multiple Sizes, Precision Drilling, DIY Tools"
B017KUC6XQ,"Digital Caliper, Electronic Measurement, Fraction Display, Inch Measurement, Millimeter Measurement"
B017L17Z1C,"Cambridge, Hose Clamps, SAE Size 16, Series 23000, 10 Pieces"
B017L9GKGK,"Storage Box, Transparent, Color Coding, Organized, Clear Lid"
B017LU6USW,"Insulated Wire Connectors, Assorted Colors, Electrical Terminal, Electrical Wiring, Electrical Accessories"
B017MRFFZI,"Micro 3D Printer, Affordable, Compact, Easy to Use, 3D Printing"
B017MXHLVI,nan
B017MYK8XA,"3D Printer Filament, Customized, Colorful, Innovation, Quality"
B017MYK9XO,nan
B017MYKAEM,"3D Printer Filament, Customized, Colorful, Innovation, Quality"
B017MYK5H4,"3D Printer Filament, Customized, Colorful, Innovation, Quality"
B017N4U2WQ,"Stainless Steel, Threaded Fitting, Barb Connector, Industrial Hardware, Plumbing Equipment"
B017NH9UFI,nan
B017NN0HQS,"Thermographic Camera, Infrared Imaging, Night Vision, Temperature Detection, Portable Device"
B017OFTGAS,"3D Printer Filament, Promolt, Black, PLA, 1.75mm"
B017OMRP5Y,nan
B017QRA5MW,"Screw Kit, M2 Nuts, Standoff Screws, Assorted Sizes, Plastic Box"
B017R4OP3Y,"3D Printing Filament, PLA, Beige, Spool, High-Quality"
B017REHJA0,"3D filament, PLA, 1.75mm, black, 3D printing material"
B017REHJB4,nan
B017SGCWX6,"Metal PLA Filament, 1.75mm Diameter, 0.5kg Spool, 3D Printer Filament, Copper Color"
B017SGCX2G,"Metal PLA Filament, 1.75mm Diameter, 0.85mm Tolerance, 1kg Spool, 3D Printing Material, Made in China"
B017XGEDOM,nan
B017XHDTJ6,"magnet, round, metallic, texture, soft surface"
B017Y3WKA8,"White, Plastic, Zipper, Bags, Storage"
B0181LX5Q0,"Neodymium magnet, rectangular shape, strong magnetic, nickel-plated, high-temperature resistant"
B0181LX6JQ,"Tie Bar, Magnetic, Nickel Plated, Metal, Gift"
B0181Z4M4A,"Electronic Circuit Board, Heat Sink, Capacitor, Potentiometer, Amplifier Module"
B01823Y0CK,"Yellow, candy, chewy, sweet, lollipop"
B01823WXP6,"wine glass, wine bottle, blue nozzle, hand holding, countertop"
B0184XHSNG,nan
B0185FDWGU,"Resistor Kit, 775 Pieces, 31 Values, Electronic Projects, Assorted Components"
B0185F3QHK,nan
B0185FC0OK,nan
B0185FFJOS,nan
B0185P4MVO,"metallic, cylindrical, sensor, black cord, electronic component"
B0185SOOSW,"Outdoor Furniture Protectant, Poly Resin Plastic Wicker Metal, UV Protection, PTFE, Star Brite"
B0185SOLJO,"Outdoor Furniture Cleaner, Poly Resin Plastic Wicker Metal, Safe Powerful Formula, Biodegradable, Eye Skin Irritant"
B01860S51Q,"DeaLmed, Vinyl Exam Gloves, Powder-Free, Large, 100 Count"
B018630J80,"Natural, Plant-derived, Concentrated, Cruelty-free, Fresh Citrus"
B0186FW2OM,"3D Filament, Premium Quality, Stable Melting Point, Good Round Shape, Consistent Colors"
B0187JBAGS,"Hand Truck, Folding, Lightweight, Portable, Dolly"
B0188G31AS,"Superior Quality, Stainless Steel, Threaded Connector, High Strength, Industrial Use"
B0189VLXHA,"plastic, blue, square, clear, protective"
B018B7D05K,"bearings, chrome steel, precision grade, ball bearings, packaging"
B018D9JPPA,"Digital Caliper, Inch/Metric/Fraction Display, Precise Measurement, Electronic Gauge, Industrial Tool"
B018E4BZO8,"Red, filament, spool, 3D printing, plastic material"
B018F5878I,"White ABS Filament, 1.75mm Diameter, 1kg Spool, 3D Printing Material, High-Performance Plastic"
B018FKFJQ6,"Glass Measuring Cylinder, Graduated Cylinder, Laboratory Equipment, Clear Glass, Measurement Tool"
B018FNDPVY,"Red, Portable, Flashlight, Compact, LED"
B018G6CQAG,"Heat Shrink Tubing, Insulation, Electrical Wire, Cable Protection, Assorted Colors"
B018GZBC3Y,"3D Printer, Desktop, Metal Frame, High-Resolution, Print Bed"
B018HQQ2T6,"Camera, Inspection, LED, Zoom, Interface"
B018ITTFDM,"Small Diameter, Thin Magnets, Strong Magnetic, Round Shape, Nickel Plated"
B018J40IKU,"pH Meter, Digital, Battery Included, Alkaline Food Chart, pH Buffer Solution"
B018K9UUBG,"Electric Hoist, Wire Rope, Heavy Duty, Remote Control, Industrial Use"
B018KZBN4I,"stairs, shoes, jeans, non-slip, outdoor"
B018MG4OM8,"Premium 3D Printer Filament, PETG, Blue, 1.75mm, 1.0kg, High Purity, Vivid Colors, Low Diameter Variance"
B018MG4SFQ,"Wood Filament, 3D Printer, Premium Quality, 1.75mm Diameter, 0.5kg Spool"
B018NQ77HG,"LEDs, Assortment, High Quality, 3mm, 5mm, Clear, Colorful, Brightness, Easy Check, Label"
B018OCOROU,"Carabiner Shears, Lifetime Warranty, Pink Handle, Stainless Steel Blades, Outdoor Utility Tool"
B018QHQSB8,"Thermometer, Digital, Leaton, L812, Temperature Measurement"
B018QNM7V2,"clamps, metal, adjustable, industrial, black"
B018R2ONH8,"IP67, Waterproof, Splash proof, Not submersible, Metal button"
B018RDZ3HG,"Copper Foil Tape, Conductive Adhesive, Low Resistance Foil, Easy Peel Backing, Sealed and Bubble Wrapped"
